jittered_title,seed_title,onet_code,onet_name
Entry-Level Inside Salesperson - Telecommunications,Inside Salesperson,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
Inside Sales Account Manager - Advertising Sales,Inside Salesperson,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
Inside Salesperson - IT Services (Managed Services Provider),Inside Salesperson,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
"Construction Laborer - General Labor, $18-$22/hr",Construction Laborer,47-2061.00,Construction Laborers
Entry-Level Construction Laborer Wanted - Training Provided,Construction Laborer,47-2061.00,Construction Laborers
Laborer - Commercial Construction Site ( Immediate Start),Construction Laborer,47-2061.00,Construction Laborers
Construction Laborer - Residential Building Projects,Construction Laborer,47-2061.00,Construction Laborers
Skilled Construction Laborer - Experienced (Competitive Pay & Benefits),Construction Laborer,47-2061.00,Construction Laborers
Solar PV Design Engineer - Residential & Commercial Projects,Solar Design Engineer,17-2199.11,Solar Energy Systems Engineers
Senior Solar Design Engineer - CAD Design Experience Required,Solar Design Engineer,17-2199.11,Solar Energy Systems Engineers
Solar Design Engineer - Join Our Renewable Energy Team (Full-Time),Solar Design Engineer,17-2199.11,Solar Energy Systems Engineers
"Design Engineer, Solar Energy Systems - Up to $120k/year",Solar Design Engineer,17-2199.11,Solar Energy Systems Engineers
Solar Design Engineer (PE License a Plus) - Innovative Company,Solar Design Engineer,17-2199.11,Solar Energy Systems Engineers
"Special Needs Bus Driver - Part-Time, $16-$20/hr",Special Education Bus Driver,53-3051.00,"Bus Drivers, School"
"Bus Driver, Special Education - Substitute Position Available",Special Education Bus Driver,53-3051.00,"Bus Drivers, School"
"Special Education Bus Driver - Full-Time, Benefits Included",Special Education Bus Driver,53-3051.00,"Bus Drivers, School"
"Driver, Special Education Bus - Safely Transport Students (CDL Required)",Special Education Bus Driver,53-3051.00,"Bus Drivers, School"
"Special Education Bus Driver - Afternoon Route, Competitive Pay",Special Education Bus Driver,53-3051.00,"Bus Drivers, School"
Bricklayer/ Mason - Commercial Construction Projects,Brick Mason,47-2021.00,Brickmasons and Blockmasons
Experienced Brick Mason - Restoration Work (Historic Buildings),Brick Mason,47-2021.00,Brickmasons and Blockmasons
Brick Mason Wanted - Residential & Commercial Projects (Competitive Pay),Brick Mason,47-2021.00,Brickmasons and Blockmasons
Mason/Bricklayer - New Construction & Repair Work,Brick Mason,47-2021.00,Brickmasons and Blockmasons
Skilled Brick Mason - Hardscaping & Landscaping Projects (Outdoor),Brick Mason,47-2021.00,Brickmasons and Blockmasons
Optician - Retail Optical Store (Full-Time),Optician,29-2081.00,"Opticians, Dispensing"
Licensed Optician - Eyewear Sales & Customer Service,Optician,29-2081.00,"Opticians, Dispensing"
Optician - Ophthalmology Clinic (Medical Setting),Optician,29-2081.00,"Opticians, Dispensing"
Dispensing Optician - Fashionable Eyewear Boutique,Optician,29-2081.00,"Opticians, Dispensing"
Optician - Lab & Retail Experience a Plus (Competitive Salary & Benefits),Optician,29-2081.00,"Opticians, Dispensing"
Heavy Duty Custodian - 3rd Shift - Industrial Setting,Heavy Duty Custodian,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
"Custodian (Heavy Duty) - Full-Time, Commercial Property",Heavy Duty Custodian,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Janitorial Heavy Duty Custodian - Government Facility,Heavy Duty Custodian,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Nighttime Heavy Duty Custodian - Manufacturing Environment,Heavy Duty Custodian,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Lead Heavy Duty Custodian - Supervisory Role Available,Heavy Duty Custodian,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
"Floral Department Specialist - Part-Time, Weekend Availability",Floral Department Specialist,27-1023.00,Floral Designers
Garden Center Floral Specialist - Nursery Experience Preferred,Floral Department Specialist,27-1023.00,Floral Designers
"Floral Department Lead - Supervise Team, Create Displays",Floral Department Specialist,27-1023.00,Floral Designers
Floral Arrangement Specialist - High-End Retail Store,Floral Department Specialist,27-1023.00,Floral Designers
"Retail Floral Department Specialist - Seasonal Position, Holiday Help",Floral Department Specialist,27-1023.00,Floral Designers
Title Searcher - Commercial Real Estate Experience Required,Title Searcher,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Experienced Title Searcher - Abstractor Background a Plus,Title Searcher,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Title Search and Examination Specialist - Full-Time,Title Searcher,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Real Estate Title Searcher - Research and Analysis Role,Title Searcher,23-2093.00,"Title Examiners, Abstractors, and Searchers"
"Senior Title Searcher - Team Lead, Training Provided",Title Searcher,23-2093.00,"Title Examiners, Abstractors, and Searchers"
Finishing Lab Technician - Photo Printing Experience,Finishing Lab Technician,51-9083.00,Ophthalmic Laboratory Technicians
"Lab Technician, Finishing Department - Bindery Operations",Finishing Lab Technician,51-9083.00,Ophthalmic Laboratory Technicians
Digital Printing Finishing Lab Technician - Wide Format,Finishing Lab Technician,51-9083.00,Ophthalmic Laboratory Technicians
Finishing Lab Technician - Medical Device Manufacturing,Finishing Lab Technician,51-9083.00,Ophthalmic Laboratory Technicians
Finishing and Packaging Lab Technician - Cosmetic Industry,Finishing Lab Technician,51-9083.00,Ophthalmic Laboratory Technicians
Vault Technician - ATM and Cash Handling Systems,Vault Technician,49-9094.00,Locksmiths and Safe Repairers
Senior Vault Technician - Cash Management and Reconciliation,Vault Technician,49-9094.00,Locksmiths and Safe Repairers
Bank Vault Technician - Security and Compliance Role,Vault Technician,49-9094.00,Locksmiths and Safe Repairers
Cash Vault Technician - Armored Car Experience a Plus,Vault Technician,49-9094.00,Locksmiths and Safe Repairers
Vault Technician and Cash Handler - Financial Institution,Vault Technician,49-9094.00,Locksmiths and Safe Repairers
Senior Study Director - Preclinical Research (Oncology Focus),Study Director,19-1042.00,"Medical Scientists, Except Epidemiologists"
"Study Director - In Vivo Pharmacology (Temporary, 12-month assignment)",Study Director,19-1042.00,"Medical Scientists, Except Epidemiologists"
"Lead Study Director, Toxicology - Career Growth Opportunity",Study Director,19-1042.00,"Medical Scientists, Except Epidemiologists"
"Study Director, Clinical Trials - Medical Devices (Regulatory Experience Required)",Study Director,19-1042.00,"Medical Scientists, Except Epidemiologists"
"Principal Study Director - Neuroscience, Immunology, or Related Field",Study Director,19-1042.00,"Medical Scientists, Except Epidemiologists"
Experienced Vacuum Caster - Foundry Operations (2nd Shift),Vacuum Caster,51-4052.00,"Pourers and Casters, Metal"
Caster/Vacuum Operator - Aluminum Casting Facility,Vacuum Caster,51-4052.00,"Pourers and Casters, Metal"
Vacuum Caster Operator - Aerospace Components (Day Shift),Vacuum Caster,51-4052.00,"Pourers and Casters, Metal"
"Foundry Worker - Vacuum Caster (Entry-Level, Training Provided)",Vacuum Caster,51-4052.00,"Pourers and Casters, Metal"
"Senior Vacuum Caster - R&D, New Product Development (Innovative Company)",Vacuum Caster,51-4052.00,"Pourers and Casters, Metal"
Booking Officer - Prisoner Management (Correctional Facility),Booking Officer,33-3012.00,Correctional Officers and Jailers
"Police Booking Officer - Part-Time, Evening Shift",Booking Officer,33-3012.00,Correctional Officers and Jailers
Booking and Dispatch Officer - Emergency Services (911 Experience),Booking Officer,33-3012.00,Correctional Officers and Jailers
Court Booking Officer - Administrative Support (Temporary Position),Booking Officer,33-3012.00,Correctional Officers and Jailers
"Booking Officer, Intake and Release - Juvenile Detention Center",Booking Officer,33-3012.00,Correctional Officers and Jailers
"Data Entry Machine Operator - Temporary, Seasonal Work (Weekends)",Data Entry Machine Operator,43-9021.00,Data Entry Keyers
"Key Punch Operator - Data Entry, High-Volume (10-Key Experience)",Data Entry Machine Operator,43-9021.00,Data Entry Keyers
Data Entry Clerk/Machine Operator - Accounts Payable (Full-Time),Data Entry Machine Operator,43-9021.00,Data Entry Keyers
"Machine Operator - Data Entry, Scanning, and Indexing (Government Contract)",Data Entry Machine Operator,43-9021.00,Data Entry Keyers
"Senior Data Entry Machine Operator - Team Lead, Quality Control",Data Entry Machine Operator,43-9021.00,Data Entry Keyers
"Senior Broadcast Operations Engineer - Live Events, Remote Production",Broadcast Operations Engineer,27-4012.00,Broadcast Technicians
"Broadcast Engineer - Operations, Maintenance, and Troubleshooting",Broadcast Operations Engineer,27-4012.00,Broadcast Technicians
"Engineering Operations Coordinator - Broadcast, Media, and Entertainment",Broadcast Operations Engineer,27-4012.00,Broadcast Technicians
"Broadcast Operations Engineer - Master Control, Transmission (24/7 Environment)",Broadcast Operations Engineer,27-4012.00,Broadcast Technicians
"Principal Broadcast Operations Engineer - IP, Cloud, and Cybersecurity (Future-Proofing Media)",Broadcast Operations Engineer,27-4012.00,Broadcast Technicians
Digital Advertising Sales Manager - Leading Media Company,Advertising Sales Manager (Ad Sales Manager),11-2011.00,Advertising and Promotions Managers
Ad Sales Manager - National Accounts (New York),Advertising Sales Manager (Ad Sales Manager),11-2011.00,Advertising and Promotions Managers
Advertising Sales Manager - Automotive Industry,Advertising Sales Manager (Ad Sales Manager),11-2011.00,Advertising and Promotions Managers
"Senior Manager, Ad Sales & Operations - San Francisco",Advertising Sales Manager (Ad Sales Manager),11-2011.00,Advertising and Promotions Managers
Regional Advertising Sales Manager - Midwest Territory,Advertising Sales Manager (Ad Sales Manager),11-2011.00,Advertising and Promotions Managers
SEO Content Creator & Copywriter - E-commerce Brand,Search Engine Optimization Copywriter (SEO Copywriter),27-3043.00,Writers and Authors
Copywriter - Search Engine Optimization (SEO) Expertise Required,Search Engine Optimization Copywriter (SEO Copywriter),27-3043.00,Writers and Authors
Senior SEO Copywriter - Financial Services Industry,Search Engine Optimization Copywriter (SEO Copywriter),27-3043.00,Writers and Authors
SEO Specialist & Copywriter - Part-Time Remote Opportunity,Search Engine Optimization Copywriter (SEO Copywriter),27-3043.00,Writers and Authors
Digital Marketing Copywriter (SEO Focus) - Innovative Startup,Search Engine Optimization Copywriter (SEO Copywriter),27-3043.00,Writers and Authors
Offshore Commercial Diver - Oil & Gas Industry,Commercial Diver,49-9092.00,Commercial Divers
Hazmat Commercial Diver - Environmental Remediation Projects,Commercial Diver,49-9092.00,Commercial Divers
Commercial Diver/Welder - Ship Repair & Maintenance,Commercial Diver,49-9092.00,Commercial Divers
SAT Commercial Diver - Deep Sea Exploration,Commercial Diver,49-9092.00,Commercial Divers
Commercial Diver - Inspection & Repair Services (Global Opportunities),Commercial Diver,49-9092.00,Commercial Divers
Dish Machine Operator - Busy Restaurant Kitchen (PT),Dish Machine Operator (DMO),35-9021.00,Dishwashers
DMO - Dish Room Attendant - Luxury Hotel,Dish Machine Operator (DMO),35-9021.00,Dishwashers
Kitchen Staff: Dish Machine Operator - Food Service Experience Preferred,Dish Machine Operator (DMO),35-9021.00,Dishwashers
Night Shift Dish Machine Operator - Institutional Kitchen,Dish Machine Operator (DMO),35-9021.00,Dishwashers
Dishroom Machine Operator - Fine Dining Establishment (FT),Dish Machine Operator (DMO),35-9021.00,Dishwashers
CNC Lathe Set Up Person - 2nd Shift - Aerospace Industry,Lathe Set Up Person,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Lathe Setup Operator - Machine Shop Environment,Lathe Set Up Person,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Setup Person - Lathe Department - Job Shop (Variety of Projects),Lathe Set Up Person,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Precision Lathe Set Up Person - Swiss Turning Expertise,Lathe Set Up Person,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Lathe Setup and Operator - Small Manufacturing Company (Family-Owned),Lathe Set Up Person,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"Switchboard Operator (FT, Days) - Hospital Setting",Switchboard Operator (SB Operator),43-2011.00,"Switchboard Operators, Including Answering Service"
Switchboard Operator - Corporate Office (Temporary Assignment),Switchboard Operator (SB Operator),43-2011.00,"Switchboard Operators, Including Answering Service"
SB Operator - Answering Service (Overnight Shift),Switchboard Operator (SB Operator),43-2011.00,"Switchboard Operators, Including Answering Service"
